Source page: http://data1.cde.ca.gov/dataquest/Acnt2014/apiavgcty.aspx?allcds=38,,,,,,,,
countylistof_link,countylistof_link/_text,countylistof_link/_title,countylistof_content,cdscode_number,schoollevele_value,2013growth_number,nonweighted_number,weightedyear_number
http://data1.cde.ca.gov/dataquest/Acnt2014/apiavgsch.aspx?allcds=38684783830254,Burton (Phillip and Sala) Academic High,,Burton (Phillip and Sala) Academic High,38; 68478; 3830254,H,731,716,718
http://data1.cde.ca.gov/dataquest/Acnt2014/apiavgsch.aspx?allcds=38684780107300,City Arts and Tech High,,City Arts and Tech High,38; 68478; 107300,H,711,699,698
http://data1.cde.ca.gov/dataquest/Acnt2014/apiavgsch.aspx?allcds=38684783830064,Downtown High **,,Downtown High **,38; 68478; 3830064,H,427,419,419
http://data1.cde.ca.gov/dataquest/Acnt2014/apiavgsch.aspx?allcds=38684783831765,Galileo High,,Galileo High,38; 68478; 3831765,H,758,778,778
http://data1.cde.ca.gov/dataquest/Acnt2014/apiavgsch.aspx?allcds=38684783830437,Gateway High,,Gateway High,38; 68478; 3830437,H,745,748,747
http://data1.cde.ca.gov/dataquest/Acnt2014/apiavgsch.aspx?allcds=38684783830197,Independence High **,,Independence High **,38; 68478; 3830197,H,529,558,550
http://data1.cde.ca.gov/dataquest/Acnt2014/apiavgsch.aspx?allcds=38684783830353,International Studies Academy,,International Studies Academy,38; 68478; 3830353,H,603,626,626
http://data1.cde.ca.gov/dataquest/Acnt2014/apiavgsch.aspx?allcds=38684780102103,Jordan (June) School for Equity,,Jordan (June) School for Equity,38; 68478; 102103,H,547,558,559
http://data1.cde.ca.gov/dataquest/Acnt2014/apiavgsch.aspx?allcds=38684783830411,Leadership High,,Leadership High,38; 68478; 3830411,H,646,649,649
http://data1.cde.ca.gov/dataquest/Acnt2014/apiavgsch.aspx?allcds=38684783830429,Life Learning Academy Charter **,,Life Learning Academy Charter **,38; 68478; 3830429,H,520,540,536
http://data1.cde.ca.gov/dataquest/Acnt2014/apiavgsch.aspx?allcds=38684783833241,Lincoln (Abraham) High,,Lincoln (Abraham) High,38; 68478; 3833241,H,778,767,767
http://data1.cde.ca.gov/dataquest/Acnt2014/apiavgsch.aspx?allcds=38684783833407,Lowell High,,Lowell High,38; 68478; 3833407,H,948,952,952
http://data1.cde.ca.gov/dataquest/Acnt2014/apiavgsch.aspx?allcds=38684783830403,Marshall (Thurgood) High,,Marshall (Thurgood) High,38; 68478; 3830403,H,644,645,645
http://data1.cde.ca.gov/dataquest/Acnt2014/apiavgsch.aspx?allcds=38684780109769,Metropolitan Arts & Technology High **,,Metropolitan Arts & Technology High **,38; 68478; 109769,H,589,610,609
http://data1.cde.ca.gov/dataquest/Acnt2014/apiavgsch.aspx?allcds=38684783834082,Mission High,,Mission High,38; 68478; 3834082,H,641,641,641
http://data1.cde.ca.gov/dataquest/Acnt2014/apiavgsch.aspx?allcds=38684783834769,O'Connell (John) High,,O'Connell (John) High,38; 68478; 3834769,H,657,639,636
http://data1.cde.ca.gov/dataquest/Acnt2014/apiavgsch.aspx?allcds=38684780119875,S.F. International High,,S.F. International High,38; 68478; 119875,H,498,465,476
http://data1.cde.ca.gov/dataquest/Acnt2014/apiavgsch.aspx?allcds=38684783830205,Wallenberg (Raoul) Traditional High,,Wallenberg (Raoul) Traditional High,38; 68478; 3830205,H,799,797,797
http://data1.cde.ca.gov/dataquest/Acnt2014/apiavgsch.aspx?allcds=38684783839081,Washington (George) High,,Washington (George) High,38; 68478; 3839081,H,774,777,777
http://data1.cde.ca.gov/dataquest/Acnt2014/apiavgsch.aspx?allcds=38684783830031,Wells (Ida B.) High **,,Wells (Ida B.) High **,38; 68478; 3830031,H,380,433,439
,,,SBE - San Francisco Flex Acade,38; 76703; 0,,,,
http://data1.cde.ca.gov/dataquest/Acnt2014/apiavgsch.aspx?allcds=38767030121814,San Francisco Flex Academy **,,San Francisco Flex Academy **,38; 76703; 121814,H,733,668,672
